Afghanistan,2009,Developing,58.6,281,77,0.01,56.76221682,63,2861,16.2,106,63,9.42,63,0.1,445.8932979,284331,18.6,18.7,0.434,8.9
Albania,2009,Developing,76.1,91,1,5.79,348.0559517,98,0,53.5,1,98,5.79,98,0.1,4114.136545,2927519,1.5,1.6,0.721,12.2
Algeria,2009,Developing,74.4,123,20,0.5,352.0636419,94,107,52.8,23,94,5.36,95,0.1,3868.83123,3546576,6,5.9,0.705,13.1
Angola,2009,Developing,49.1,369,81,7.01,212.9229325,61,2807,19.8,127,63,4.37,6,2.5,3347.84485,22549547,9.3,9.2,0.48,8.5
Argentina,2009,Developing,75.6,126,10,8.33,1398.042623,94,3,59.2,11,97,7.63,94,0.1,8161.36966,479947,1,0.9,0.794,16.5
Armenia,2009,Developing,73.3,137,1,3.96,201.1855461,93,0,5.7,1,94,4.55,93,0.1,2993.832531,2888584,2,2.1,0.725,11.9
Australia,2009,Developed,81.7,66,1,10.62,7172.275229,94,104,63.4,1,92,9.5,92,0.1,42742.99898,216917,0.7,0.6,0.925,19.1
Austria,2009,Developed,82,77,0,11.3,8053.557638,83,49,54.7,0,83,11.19,83,0.1,47654.18721,8343323,1.7,1.9,0.87,15.3
Azerbaijan,2009,Developing,78,132,6,2.1,22.48638351,74,0,47.3,6,84,5.85,81,0.1,495.294791,8947243,2.8,2.9,0.728,11.6
Bangladesh,2009,Developing,69.5,144,135,0.01,53.26400378,97,718,14.6,173,97,2.91,97,0.1,681.125368,1545478,19.1,19.7,0.523,8.4
Belarus,2009,Developing,70,226,0,14.09,434.7985025,98,0,58.7,1,98,6.9,96,0.1,5176.172649,956765,2.1,2.2,0.771,15.4
Belgium,2009,Developed,79.8,85,0,10.05,671.9376566,97,33,61.6,1,98,1.39,98,0.1,4488.5615,1796493,0.9,0.9,0.876,15.8
Belize,2009,Developing,69.5,184,0,6.85,549.8096097,97,0,46.3,0,98,5.81,97,0.3,4258.788611,313929,3.5,3.4,0.7,12.7
Benin,2009,Developing,58.4,259,25,1.16,71.01399249,79,1461,22.5,39,8,4.46,79,1.6,793.45243,894476,7.9,7.8,0.448,9.3
Bhutan,2009,Developing,67.4,232,1,0.17,27.48907048,93,6,19.5,1,93,6.3,93,0.4,177.234497,714458,16.8,17.5,0,10.9
Bosnia and Herzegovina,2009,Developing,76.1,97,0,4.75,645.021302,9,22,52.6,0,9,9.64,9,0.1,4697.89732,3746561,2.7,2.7,0.716,13.3
Botswana,2009,Developing,59.2,393,2,5.01,426.7855662,94,184,34.7,3,96,6.39,96,9,5185.729845,1979882,8.4,8.2,0.661,12.2
Brazil,2009,Developing,73.6,157,57,7.33,564.5233902,99,0,51.1,64,99,8.65,99,0.1,8553.3847,194895996,3,2.9,0.714,13.8
Bulgaria,2009,Developed,73.2,152,1,10.93,661.5144334,96,2249,62.1,1,94,6.78,94,0.1,6955.987733,7444443,2,2.1,0.768,13.8
Burkina Faso,2009,Developing,56.9,283,44,4.55,81.14304705,92,54118,16.1,77,91,7.41,92,1.1,552.7455521,1514199,9.3,8.8,0.356,5.9
Burundi,2009,Developing,56.2,338,23,4.05,2.030494673,94,305,15.7,34,96,6.96,94,2.4,24.944652,848931,7.8,7.8,0.336,8.6
Cabo Verde,2009,Developing,72.4,124,0,4.45,339.9777364,98,0,26.8,0,99,4.24,99,0.4,3444.5566,496963,7.6,7.6,0.621,12.4
Cambodia,2009,Developing,66.1,195,15,2.13,48.35423978,92,4779,15.9,17,95,6.36,94,0.6,738.2326684,14928,11.1,11.4,0.52,10.5
Cameroon,2009,Developing,54.8,373,54,5.89,9.042540892,8,251,25.4,85,79,5.7,8,6.3,123.19538,19432541,6.3,6.3,0.473,9.2
Canada,2009,Developing,81,72,2,8.4,864.94993,42,14,63.6,2,89,11.17,91,0.1,4773.45436,33628571,0.5,0.4,0.898,15.9
Central African Republic,2009,Developing,48.6,453,17,1.56,40.45156933,42,11,19.8,25,45,3.58,42,7.3,449.961839,44423,9.1,9.1,0.345,6.4
Chad,2009,Developing,57,37,46,0.47,4.982900401,24,165,16.7,80,32,3.31,24,4.4,84.455939,1152786,9.6,9.5,0.343,6.3
Chile,2009,Developing,79.3,91,2,7.67,181.525923,94,1,59.9,2,94,7.39,94,0.1,1243.32824,16829442,0.8,0.9,0.816,15.3
China,2009,Developing,74.9,93,248,4.88,50.28348923,99,52461,27.3,288,99,5.8,99,0.1,3838.434292,133126,4.4,3.8,0.682,12.2
Colombia,2009,Developing,73.6,15,13,4.34,941.6464045,92,0,53.5,15,92,7.1,92,0.1,5148.422113,45416181,2.2,2,0.691,12.4
Comoros,2009,Developing,61.3,251,2,0.17,56.98952474,83,1,21.1,2,84,3.82,83,0.1,778.5454199,673252,7.2,7,0.465,10.3
Costa Rica,2009,Developing,79.2,96,1,4.07,24.88720369,87,0,54.4,1,8,9.69,86,0.1,689.396224,4488263,1.9,1.8,0.747,13.1
Croatia,2009,Developed,76.3,19,0,12.21,2160.380199,97,2,6,0,96,8.18,96,0.1,14157.14416,442978,1.7,1.6,0.803,14.2
Cyprus,2009,Developed,79.3,6,0,10.8,230.2524184,96,0,57.3,0,99,7.4,99,0.1,3215.8159,19876,0.9,1,0.849,14.1
Djibouti,2009,Developing,69,279,1,0.49,177.2671607,89,48,31.7,2,89,8.37,89,3.2,1253.657431,83684,5.7,5.6,0.436,5.3
Dominican Republic,2009,Developing,73.6,157,6,6.05,587.8828228,8,0,52.6,8,85,4.41,82,1.2,4952.67753,9767758,3.4,3.3,0.695,12.9
Ecuador,2009,Developing,75.1,137,7,3.87,282.1440066,91,0,5,8,91,5.58,94,0.1,4255.56571,14691275,1.3,1.2,0.702,13.1
El Salvador,2009,Developing,71.4,23,2,2.55,416.4338399,91,0,52.1,2,91,6.83,91,0.3,3366.482133,6137276,1.7,1.6,0.662,12.8
Eritrea,2009,Developing,61.4,311,6,0.63,1.575160196,92,82,15.5,9,92,3.3,92,1,43.7544499,431334,9,8.9,0.402,5.2
Estonia,2009,Developing,74.9,156,0,15.04,1717.088711,95,0,57.1,0,95,6.93,95,0.1,14726.31828,1334515,2,2,0.836,16.1
Ethiopia,2009,Developing,68,274,169,1.17,53.77354001,56,1176,15.3,256,65,4.41,58,2,379.7566385,85416253,11.1,1.8,0.393,8.1
Fiji,2009,Developing,68.9,23,0,2.31,60.65068446,99,1,58,0,99,4.26,99,0.1,3369.48247,851967,4,3.7,0.704,14.5
France,2009,Developing,81.1,88,3,11.8,6415.35735,51,1541,59.6,3,98,11.28,98,0.1,41631.13141,647744,0.6,0.6,0.879,16
Gabon,2009,Developing,61.7,31,2,8.64,52.31086276,79,0,33,3,74,3.43,76,8,763.66223,1586754,6.7,6.5,0.652,12.4
Georgia,2009,Developing,73.2,133,1,6.66,18.5314303,54,23,51.3,1,93,1.19,88,0.1,276.588512,3978,2.6,2.8,0.734,12.8
Germany,2009,Developed,80,79,2,11.22,7641.270645,88,574,59.5,3,95,11.4,96,0.1,41732.7725,819237,1.1,1.1,0.906,16.7
Ghana,2009,Developing,66,271,41,1.76,30.72290501,94,101,24.9,60,94,5.17,94,2.1,186.76538,2393831,7.3,7.2,0.542,10.4
Greece,2009,Developing,80,78,0,9.08,372.6854142,95,2,63.1,0,99,9.76,99,0.1,2971.973,111717,0.8,0.7,0.857,16.2
Guatemala,2009,Developing,76,198,12,2.14,445.4423371,92,0,46.5,15,92,6.79,92,0.4,2635.753474,1431628,1.3,1.3,0.596,10.4
Guinea,2009,Developing,57.3,297,29,0.18,24.84763562,57,264,2.3,46,6,3.85,57,2.3,436.6895539,1556524,8.4,8.4,0.376,8.1
Guinea-Bissau,2009,Developing,56.3,288,4,2.55,47.12969266,8,0,22.5,7,78,6.81,8,6,544.222779,1517448,8.3,8.1,0.401,8.9
Guyana,2009,Developing,66.1,218,0,7.49,466.6693698,98,0,41.6,1,97,7.32,98,0.3,2716.35256,745693,5.6,5.4,0.618,10.5
Honduras,2009,Developing,73.4,157,4,3.08,286.1211446,97,0,45.9,5,97,8.84,97,0.5,1815.489496,83521,2.3,2.2,0.603,11.3
India,2009,Developing,66,2,1300,2.5,0.844186331,37,56188,15.4,1700,73,4.38,74,0.2,19.317765,121427132,27,27.8,0.563,10.5
Indonesia,2009,Developing,67.9,189,143,0.08,125.7980678,82,20818,22.1,174,85,2.83,78,0.3,2254.44566,23934478,1.7,1.6,0.645,11.7
Iraq,2009,Developing,74,148,32,0.2,185.6366983,75,30328,55.2,39,78,4.65,78,0.1,3735.144836,29894652,5.4,5.1,0.643,10.3
Israel,2009,Developing,81.5,63,1,2.55,508.6645438,98,5,62.6,1,96,7.46,96,0.1,27795.87671,74856,1.2,1.1,0.876,15.6
Italy,2009,Developed,81.6,61,2,7.25,5243.316638,96,351,6.5,2,96,9.41,96,0.1,36976.84512,5995365,0.5,0.5,0.868,16.3
Jamaica,2009,Developing,74.7,142,1,3.33,235.7067417,9,0,49.7,1,9,5.16,9,0.6,4293.383274,28482,1.9,1.7,0.721,12.7
Jordan,2009,Developing,73.3,118,4,0.59,668.7447334,98,0,6.9,4,98,9.54,98,0.1,3492.1396,6821116,3.8,3.8,0.742,13.6
Kazakhstan,2009,Developing,67.8,235,7,6.64,808.243302,99,0,48.5,8,99,4.13,98,0.1,7165.2775,169271,2.3,2.5,0.758,14.6
Kenya,2009,Developing,59.1,317,62,1.86,7.146851404,88,1218,18.4,91,89,4.17,88,5,92.816252,423724,8.2,8.1,0.514,10.7
Kiribati,2009,Developing,65.2,28,0,0.54,162.2903711,86,0,74.6,0,84,12.24,86,0.1,1297.285141,1568,0.1,0.1,0.576,11.9
Latvia,2009,Developed,72.6,184,0,9.85,1137.6237,92,0,58.5,0,94,6.84,94,0.1,12219.37379,2141669,2.3,2.3,0.821,16.4
Lebanon,2009,Developing,74.7,95,1,1.62,8.140373615,81,22,63,1,75,7.42,81,0.1,84.268878,4183156,4.7,4.7,0.746,13.2
Lesotho,2009,Developing,49.4,566,4,2.75,104.3144732,91,0,29.2,6,89,9.8,91,18.2,923.136931,21929,7.6,7.4,0.453,10.8
Liberia,2009,Developing,59.2,277,10,3.75,5.592170255,64,6,24,13,84,14.39,81,2.1,33.667491,3811528,7.6,7.4,0.4,9.7
Lithuania,2009,Developed,72.2,192,0,12.4,1446.529217,95,0,59.7,0,98,7.53,98,0.1,11837.3913,3162916,2.8,2.9,0.825,16.6
Luxembourg,2009,Developed,83,76,0,11.42,2052.393076,95,0,58.8,0,96,8.11,99,0.1,13198.6693,497783,0.9,0.9,0.888,13.5
Madagascar,2009,Developing,62.8,254,33,0.91,71.16601203,77,0,17.6,47,76,4.7,77,0.5,415.6893226,2569121,7.7,7.6,0.5,9.7
